CustomerID,Country,PreferredCountry,Profession,Age,AgeBand,FamilySize,MaritalStatus,Education,FirstPurchaseDate,LastPurchaseDate,CustomerLifespanDays,Recency,Frequency,Monetary,AvgBasketValue,AvgItemsPerOrder,TotalQuantity,UniqueProductsPurchased,PreferredTimeOfDay,PreferredWeekday,PreferredPriceBand,PreferredBasketType,R_Score,F_Score,M_Score,RFM_Total,RFM_Score,Segment,SpendingBand,FrequencyBand
13283,United Kingdom,United Kingdom,Doctor,34,25-34,4,Married,Postgrad,2011-06-07T12:39:00Z,2011-10-11T09:50:00Z,125.88263888888889,60.125,2,93.66,46.83,45,90,7,Morning,Tuesday,Low,Medium Basket,3,2,1,6,321,Promising,Low Value,Occasional
13284,United Kingdom,United Kingdom,Pharmacist,33,25-34,5,Widow,Postgrad,2011-01-13T09:23:00Z,2011-01-13T09:23:00Z,0,331.14375,1,201.19,201.19,91,91,13,Morning,Thursday,Mid,Medium Basket,5,1,1,7,511,Promising,Low Value,One-Time
13285,United Kingdom,United Kingdom,Doctor,48,45-54,5,Married,Postgrad,2011-02-22T17:13:00Z,2011-11-16T13:19:00Z,266.8375,23.979861111111113,4,2709.12,677.28,512.75,2051,157,Afternoon,Wednesday,Mid,Medium Basket,2,4,5,11,245,At Risk,High Value,Occasional
13291,United Kingdom,United Kingdom,Pharmacist,45,45-54,3,Widow,Postgrad,2011-07-07T10:36:00Z,2011-07-07T10:36:00Z,0,156.09305555555557,1,361.11,361.11,233,233,41,Morning,Thursday,Mid,Small Basket,4,1,2,7,412,Promising,Low Value,One-Time
13292,United Kingdom,United Kingdom,Doctor,43,35-44,5,Married,Postgrad,2011-02-28T15:00:00Z,2011-11-01T10:04:00Z,245.79444444444445,39.11527777777778,2,578.9399999999999,289.46999999999997,173.5,347,29,Morning,Tuesday,Mid,Medium Basket,3,2,3,8,323,Promising,Medium Value,Occasional
13294,United Kingdom,United Kingdom,Doctor,42,35-44,3,Widow,Postgrad,2011-04-04T12:37:00Z,2011-06-03T08:54:00Z,59.84513888888889,190.1638888888889,2,873.74,436.87,226.5,453,48,Afternoon,Monday,Mid,Medium Basket,5,2,3,10,523,Potential Loyalists,Medium Value,Occasional
13295,United Kingdom,United Kingdom,Unknown,27,25-34,1,Married,Postgrad,2010-12-15T11:21:00Z,2010-12-15T11:21:00Z,0,360.06180555555557,1,201.20000000000002,201.20000000000002,82,82,10,Morning,Wednesday,Mid,Medium Basket,5,1,1,7,511,Promising,Low Value,One-Time
13296,United Kingdom,United Kingdom,Pharmacist,33,25-34,3,Widow,Postgrad,2011-07-25T13:46:00Z,2011-07-25T13:46:00Z,0,137.9611111111111,1,87.4,87.4,78,78,5,Afternoon,Monday,Low,Large Basket,4,1,1,6,411,Promising,Low Value,One-Time
13297,United Kingdom,United Kingdom,Pharmacist,48,45-54,5,Married,Postgrad,2011-10-03T15:08:00Z,2011-12-02T09:32:00Z,59.766666666666666,8.1375,4,2089.85,522.4625,240.75,963,52,Afternoon,Monday,Mid,Medium Basket,1,4,5,10,145,At Risk,High Value,Occasional
13298,United Kingdom,United Kingdom,Unknown,34,25-34,1,Married,Undergrad,2011-12-08T13:11:00Z,2011-12-08T13:11:00Z,0,1.9854166666666666,1,360,360,96,96,2,Afternoon,Thursday,Mid,Large Basket,1,1,2,4,112,Lost,Low Value,One-Time
13299,United Kingdom,United Kingdom,Pharmacist,46,45-54,4,Widow,Postgrad,2011-03-16T12:55:00Z,2011-03-16T12:55:00Z,0,268.99652777777777,1,142.5,142.5,30,30,5,Afternoon,Wednesday,Mid,Medium Basket,5,1,1,7,511,Promising,Low Value,One-Time
13300,United Kingdom,United Kingdom,Unknown,18,18-24,1,Married,Postgrad,2011-06-23T13:09:00Z,2011-06-23T13:09:00Z,0,169.98680555555555,1,371.89,371.89,203,203,20,Afternoon,Thursday,Mid,Medium Basket,4,1,2,7,412,Promising,Low Value,One-Time
13301,United Kingdom,United Kingdom,Pharmacist,30,25-34,3,Married,Postgrad,2011-02-20T13:13:00Z,2011-08-28T11:25:00Z,188.925,104.05902777777777,4,618.09,154.5225,86.25,345,75,Afternoon,Sunday,Mid,Small Basket,4,4,3,11,443,Loyal Customers,Medium Value,Occasional
13302,United Kingdom,United Kingdom,Unknown,27,25-34,5,Single,Undergrad,2011-07-07T17:56:00Z,2011-07-07T17:56:00Z,0,155.7875,1,63.75,63.75,5,5,1,Evening,Thursday,High,Small Basket,4,1,1,6,411,Promising,Low Value,One-Time
13304,United Kingdom,United Kingdom,Pharmacist,35,35-44,3,Married,Postgrad,2010-12-23T14:35:00Z,2010-12-23T14:35:00Z,0,351.9270833333333,1,300.42,300.42,238,238,21,Afternoon,Thursday,Mid,Medium Basket,5,1,2,8,512,Promising,Low Value,One-Time
13305,United Kingdom,United Kingdom,Unknown,18,18-24,1,Married,Postgrad,2010-12-02T12:10:00Z,2011-12-05T15:15:00Z,368.12847222222223,4.899305555555555,10,2000.86,200.08599999999998,123.2,1232,50,Morning,Friday,Mid,Medium Basket,1,5,4,10,154,At Risk,High Value,Frequent
13307,United Kingdom,United Kingdom,Doctor,41,35-44,3,Widow,Postgrad,2011-08-11T17:14:00Z,2011-08-11T17:14:00Z,0,120.81666666666666,1,15,15,4,4,1,Evening,Thursday,Mid,Small Basket,4,1,1,6,411,Promising,Low Value,One-Time
13308,United Kingdom,United Kingdom,Doctor,31,25-34,5,Married,Postgrad,2011-05-20T13:13:00Z,2011-11-17T09:31:00Z,180.84583333333333,23.138194444444444,3,1385.51,461.83666666666664,281,843,49,Afternoon,Friday,Mid,Medium Basket,2,3,4,9,234,At Risk,Medium Value,Occasional
13309,United Kingdom,United Kingdom,Pharmacist,51,45-54,3,Widow,Postgrad,2011-02-04T12:29:00Z,2011-12-02T16:34:00Z,301.1701388888889,7.844444444444444,5,1456.79,291.358,308.8,1544,82,Afternoon,Friday,Mid,Medium Basket,1,4,4,9,144,At Risk,Medium Value,Occasional
13310,United Kingdom,United Kingdom,Unknown,58,55+,1,Single,Postgrad,2011-01-19T14:50:00Z,2011-11-11T17:23:00Z,296.10625,28.810416666666665,3,1132.03,377.3433333333333,195.66666666666666,587,65,Afternoon,Wednesday,Mid,Medium Basket,2,3,4,9,234,At Risk,Medium Value,Occasional
13311,United Kingdom,United Kingdom,Doctor,48,45-54,5,Widow,Postgrad,2011-07-12T14:26:00Z,2011-12-05T12:55:00Z,145.93680555555557,4.996527777777778,2,598.57,299.285,152.5,305,25,Afternoon,Tuesday,Mid,Medium Basket,1,2,3,6,123,Big Spenders Lost,Medium Value,Occasional
13313,United Kingdom,United Kingdom,Pharmacist,35,35-44,5,Widow,Postgrad,2011-01-04T10:00:00Z,2011-11-17T16:48:00Z,317.28333333333336,22.834722222222222,5,1555.3200000000002,311.064,170.2,851,47,Morning,Thursday,Mid,Medium Basket,2,4,4,10,244,At Risk,Medium Value,Occasional
13314,United Kingdom,United Kingdom,Doctor,49,45-54,3,Married,Postgrad,2011-09-27T10:20:00Z,2011-12-08T12:29:00Z,72.08958333333334,2.0145833333333334,3,775.94,258.6466666666667,186.66666666666666,560,55,Morning,Tuesday,Low,Medium Basket,1,3,3,7,133,At Risk,Medium Value,Occasional
13316,United Kingdom,United Kingdom,Pharmacist,45,45-54,4,Widow,Postgrad,2011-03-30T13:01:00Z,2011-11-02T13:40:00Z,217.02708333333334,37.96527777777778,4,5977.7300000000005,1494.4325000000001,1737,6948,66,Afternoon,Wednesday,Mid,Large Basket,3,4,5,12,345,Loyal Customers,Premium Value,Occasional
13317,United Kingdom,United Kingdom,Unknown,20,18-24,5,Single,Postgrad,2010-12-16T09:22:00Z,2011-10-04T13:35:00Z,292.17569444444445,66.96875,6,2273.68,378.94666666666666,172.5,1035,100,Afternoon,Tuesday,Mid,Medium Basket,3,5,5,13,355,Loyal Customers,High Value,Frequent
13318,United Kingdom,United Kingdom,Pharmacist,51,45-54,5,Married,Postgrad,2011-11-02T13:26:00Z,2011-12-08T18:51:00Z,36.22569444444444,1.7493055555555554,3,640.76,213.58666666666667,101.33333333333333,304,14,Afternoon,Wednesday,Mid,Medium Basket,1,3,3,7,133,At Risk,Medium Value,Occasional
13319,United Kingdom,United Kingdom,Pharmacist,43,35-44,3,Married,Postgrad,2010-12-09T10:04:00Z,2011-12-04T13:34:00Z,360.1458333333333,5.969444444444444,26,10845.550000000001,417.1365384615385,181.69230769230768,4724,209,Morning,Thursday,Mid,Medium Basket,1,5,5,11,155,At Risk,Premium Value,Highly Frequent
13320,United Kingdom,United Kingdom,Doctor,32,25-34,3,Widow,Postgrad,2011-05-10T10:29:00Z,2011-09-22T18:07:00Z,135.31805555555556,78.77986111111112,4,1548.7,387.175,274,1096,77,Evening,Thursday,Mid,Medium Basket,4,4,4,12,444,Champions,Medium Value,Occasional
13321,United Kingdom,United Kingdom,Doctor,39,35-44,4,Married,Postgrad,2011-09-14T15:18:00Z,2011-09-28T15:24:00Z,14.004166666666666,72.89305555555555,2,567.36,283.68,186,372,10,Afternoon,Wednesday,Mid,Medium Basket,4,2,3,9,423,Potential Loyalists,Medium Value,Occasional
13322,United Kingdom,United Kingdom,Unknown,44,35-44,1,Single,Undergrad,2011-11-22T14:21:00Z,2011-11-22T14:21:00Z,0,17.936805555555555,1,199.48000000000002,199.48000000000002,117,117,25,Afternoon,Tuesday,Mid,Small Basket,2,1,1,4,211,Lost,Low Value,One-Time
13323,United Kingdom,United Kingdom,Pharmacist,49,45-54,3,Widow,Postgrad,2011-09-16T13:23:00Z,2011-12-06T17:12:00Z,81.15902777777778,3.8180555555555555,5,787.85,157.57,35,175,6,Afternoon,Friday,Mid,Small Basket,1,4,3,8,143,At Risk,Medium Value,Occasional
13324,United Kingdom,United Kingdom,Pharmacist,33,25-34,4,Married,Postgrad,2010-12-14T09:50:00Z,2011-11-03T16:28:00Z,324.2763888888889,36.84861111111111,10,7121.95,712.1949999999999,520.5,5205,25,Afternoon,Sunday,Mid,Large Basket,3,5,5,13,355,Loyal Customers,Premium Value,Frequent
13325,United Kingdom,United Kingdom,Doctor,43,35-44,4,Married,Postgrad,2011-09-19T10:36:00Z,2011-09-19T10:36:00Z,0,82.09305555555555,1,675.3,675.3,240,240,12,Morning,Monday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time
13327,United Kingdom,United Kingdom,Pharmacist,33,25-34,3,Widow,Postgrad,2010-12-09T15:32:00Z,2011-11-01T10:21:00Z,326.7840277777778,39.10347222222222,8,3627.77,453.47125,200,1600,74,Afternoon,Tuesday,Mid,Medium Basket,3,5,5,13,355,Loyal Customers,High Value,Frequent
13328,United Kingdom,United Kingdom,Pharmacist,31,25-34,4,Married,Postgrad,2011-01-27T15:22:00Z,2011-01-27T15:22:00Z,0,316.89444444444445,1,1308.48,1308.48,680,680,17,Afternoon,Thursday,Mid,Large Basket,5,1,4,10,514,Promising,Medium Value,One-Time
13329,United Kingdom,United Kingdom,Pharmacist,52,45-54,4,Married,Postgrad,2010-12-08T10:11:00Z,2011-11-08T10:29:00Z,335.0125,32.09791666666667,2,789,394.5,231.5,463,16,Morning,Tuesday,Mid,Large Basket,2,2,3,7,223,Big Spenders Lost,Medium Value,Occasional
13330,United Kingdom,United Kingdom,Unknown,47,45-54,5,Single,Undergrad,2011-01-28T10:08:00Z,2011-09-08T12:27:00Z,223.09652777777777,93.01597222222222,3,1140.93,380.31,250.33333333333334,751,37,Afternoon,Thursday,Mid,Medium Basket,4,3,4,11,434,Potential Loyalists,Medium Value,Occasional
13332,United Kingdom,United Kingdom,Doctor,35,35-44,4,Married,Postgrad,2011-11-25T13:30:00Z,2011-11-25T13:30:00Z,0,14.972222222222221,1,350.9,350.9,179,179,21,Afternoon,Friday,Mid,Medium Basket,2,1,2,5,212,Lost,Low Value,One-Time
13334,United Kingdom,United Kingdom,Pharmacist,38,35-44,3,Married,Postgrad,2011-02-07T11:42:00Z,2011-09-18T15:21:00Z,223.15208333333334,82.8951388888889,3,3536.82,1178.94,591.3333333333334,1774,207,Morning,Monday,Mid,Medium Basket,4,3,5,12,435,Potential Loyalists,High Value,Occasional
13336,United Kingdom,United Kingdom,Pharmacist,46,45-54,4,Widow,Postgrad,2011-09-23T14:05:00Z,2011-09-23T14:05:00Z,0,77.94791666666667,1,795.12,795.12,559,559,51,Afternoon,Friday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time
13338,United Kingdom,United Kingdom,Doctor,43,35-44,4,Married,Postgrad,2011-07-05T09:06:00Z,2011-07-05T09:06:00Z,0,158.15555555555557,1,487.02000000000004,487.02000000000004,256,256,19,Morning,Tuesday,Mid,Medium Basket,4,1,2,7,412,Promising,Low Value,One-Time
13339,United Kingdom,United Kingdom,Pharmacist,37,35-44,5,Widow,Postgrad,2011-05-23T08:31:00Z,2011-05-23T08:31:00Z,0,201.1798611111111,1,860.12,860.12,326,326,54,Morning,Monday,Mid,Small Basket,5,1,3,9,513,Promising,Medium Value,One-Time
13340,United Kingdom,United Kingdom,Doctor,43,35-44,4,Widow,Postgrad,2011-03-08T11:39:00Z,2011-10-25T13:15:00Z,231.06666666666666,45.982638888888886,7,10736.48,1533.782857142857,824.2857142857143,5770,128,Afternoon,Tuesday,Mid,Large Basket,3,5,5,13,355,Loyal Customers,Premium Value,Frequent
13341,United Kingdom,United Kingdom,Doctor,42,35-44,5,Married,Postgrad,2011-03-24T09:50:00Z,2011-03-24T09:50:00Z,0,261.125,1,775.85,775.85,301,301,42,Morning,Thursday,Mid,Medium Basket,5,1,3,9,513,Promising,Medium Value,One-Time
13343,United Kingdom,United Kingdom,Pharmacist,50,45-54,5,Widow,Postgrad,2011-06-15T12:24:00Z,2011-06-15T12:24:00Z,0,178.01805555555555,1,353.43,353.43,135,135,19,Afternoon,Wednesday,Mid,Medium Basket,4,1,2,7,412,Promising,Low Value,One-Time
13344,United Kingdom,United Kingdom,Doctor,34,25-34,4,Married,Postgrad,2011-03-07T10:28:00Z,2011-10-03T09:45:00Z,209.9701388888889,68.12847222222223,3,2537.08,845.6933333333333,321,963,115,Morning,Monday,Mid,Medium Basket,3,3,5,11,335,Needs Attention,High Value,Occasional
13345,United Kingdom,United Kingdom,Pharmacist,52,45-54,4,Widow,Postgrad,2011-02-25T09:01:00Z,2011-02-25T09:01:00Z,0,288.1590277777778,1,389.5,389.5,141,141,20,Morning,Friday,Mid,Medium Basket,5,1,2,8,512,Promising,Low Value,One-Time
13347,United Kingdom,United Kingdom,Doctor,38,35-44,4,Married,Postgrad,2011-09-30T13:28:00Z,2011-09-30T13:28:00Z,0,70.97361111111111,1,341.35999999999996,341.35999999999996,205,205,8,Afternoon,Friday,Mid,Large Basket,3,1,2,6,312,Promising,Low Value,One-Time
13348,United Kingdom,United Kingdom,Unknown,41,35-44,2,Single,Postgrad,2011-10-06T17:28:00Z,2011-10-06T17:28:00Z,0,64.80694444444444,1,233.76000000000002,233.76000000000002,136,136,14,Evening,Thursday,Mid,Medium Basket,3,1,1,5,311,Promising,Low Value,One-Time
13349,United Kingdom,United Kingdom,Doctor,34,25-34,3,Married,Postgrad,2011-11-29T08:07:00Z,2011-11-29T08:07:00Z,0,11.196527777777778,1,247.32,247.32,225,225,16,Morning,Tuesday,Low,Medium Basket,1,1,1,3,111,Lost,Low Value,One-Time
13350,United Kingdom,United Kingdom,Unknown,62,55+,2,Married,Undergrad,2011-09-21T13:33:00Z,2011-11-23T16:33:00Z,63.125,16.84513888888889,2,979.12,489.56,143.5,287,36,Afternoon,Wednesday,Mid,Small Basket,2,2,4,8,224,Big Spenders Lost,Medium Value,Occasional
13351,United Kingdom,United Kingdom,Business,49,45-54,5,Married,Postgrad,2011-10-04T12:55:00Z,2011-10-04T12:55:00Z,0,66.99652777777777,1,373.94,373.94,117,117,16,Afternoon,Tuesday,Mid,Medium Basket,3,1,2,6,312,Promising,Low Value,One-Time
13352,United Kingdom,United Kingdom,Pharmacist,31,25-34,4,Widow,Postgrad,2011-10-10T13:55:00Z,2011-10-10T13:55:00Z,0,60.954861111111114,1,397.97999999999996,397.97999999999996,321,321,24,Afternoon,Monday,Mid,Medium Basket,3,1,2,6,312,Promising,Low Value,One-Time
13354,United Kingdom,United Kingdom,Pharmacist,34,25-34,4,Married,Postgrad,2011-09-29T13:17:00Z,2011-09-29T13:17:00Z,0,71.98125,1,743.53,743.53,604,604,51,Afternoon,Thursday,Mid,Medium Basket,3,1,3,7,313,Promising,Medium Value,One-Time
13355,United Kingdom,United Kingdom,Doctor,39,35-44,3,Married,Postgrad,2011-08-09T14:48:00Z,2011-08-09T14:48:00Z,0,122.91805555555555,1,674.7,674.7,314,314,32,Afternoon,Tuesday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time
13356,United Kingdom,United Kingdom,Pharmacist,38,35-44,4,Widow,Postgrad,2011-09-20T14:33:00Z,2011-09-20T14:33:00Z,0,80.92847222222223,1,768.24,768.24,325,325,42,Afternoon,Tuesday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time
13357,United Kingdom,United Kingdom,Doctor,37,35-44,4,Married,Postgrad,2011-03-27T13:56:00Z,2011-03-27T13:56:00Z,0,257.95416666666665,1,609.95,609.95,322,322,85,Afternoon,Sunday,Mid,Small Basket,5,1,3,9,513,Promising,Medium Value,One-Time
13358,United Kingdom,United Kingdom,Unknown,27,25-34,1,Divorced,Postgrad,2011-03-16T11:52:00Z,2011-03-16T11:52:00Z,0,269.04027777777776,1,439.03,439.03,285,285,29,Morning,Wednesday,Mid,Small Basket,5,1,2,8,512,Promising,Low Value,One-Time
13359,United Kingdom,United Kingdom,Consultant,35,35-44,3,Single,Postgrad,2011-10-07T09:30:00Z,2011-10-07T09:30:00Z,0,64.13888888888889,1,439.56,439.56,161,161,23,Morning,Friday,Mid,Medium Basket,3,1,2,6,312,Promising,Low Value,One-Time
13362,United Kingdom,United Kingdom,Pharmacist,31,25-34,3,Married,Postgrad,2011-02-25T11:33:00Z,2011-11-30T14:41:00Z,278.13055555555553,9.922916666666667,4,3090.7400000000002,772.6850000000001,345.5,1382,128,Morning,Friday,Mid,Medium Basket,1,4,5,10,145,At Risk,High Value,Occasional
13363,United Kingdom,United Kingdom,Doctor,40,35-44,3,Widow,Postgrad,2011-10-27T10:46:00Z,2011-11-22T12:40:00Z,26.079166666666666,18.006944444444443,2,992.5,496.25,355,710,47,Morning,Thursday,Mid,Medium Basket,2,2,4,8,224,Big Spenders Lost,Medium Value,Occasional
13364,United Kingdom,United Kingdom,Doctor,50,45-54,3,Married,Postgrad,2011-09-29T18:13:00Z,2011-09-29T18:13:00Z,0,71.77569444444444,1,134.96,134.96,71,71,10,Evening,Thursday,Mid,Medium Basket,3,1,1,5,311,Promising,Low Value,One-Time
13365,United Kingdom,United Kingdom,Doctor,53,45-54,3,Widow,Postgrad,2011-05-06T12:00:00Z,2011-11-06T12:36:00Z,184.025,34.00972222222222,2,2225.37,1112.685,623.5,1247,122,Afternoon,Sunday,Mid,Medium Basket,3,2,5,10,325,Promising,High Value,Occasional
13366,United Kingdom,United Kingdom,Pharmacist,36,35-44,3,Married,Postgrad,2011-10-20T13:37:00Z,2011-10-20T13:37:00Z,0,50.96736111111111,1,56.16,56.16,144,144,1,Afternoon,Thursday,Low,Large Basket,3,1,1,5,311,Promising,Low Value,One-Time
13368,United Kingdom,United Kingdom,Pharmacist,51,45-54,5,Widow,Postgrad,2011-01-06T12:32:00Z,2011-03-28T09:59:00Z,80.89375,257.11875,2,623.4,311.7,163.5,327,29,Morning,Monday,Mid,Medium Basket,5,2,3,10,523,Potential Loyalists,Medium Value,Occasional
13369,United Kingdom,United Kingdom,Consultant,36,35-44,2,Married,Postgrad,2010-12-09T11:30:00Z,2010-12-09T11:30:00Z,0,366.05555555555554,1,308.28000000000003,308.28000000000003,149,149,14,Morning,Thursday,Mid,Small Basket,5,1,2,8,512,Promising,Low Value,One-Time
13370,United Kingdom,United Kingdom,Doctor,35,35-44,4,Widow,Postgrad,2010-12-03T10:26:00Z,2010-12-03T10:26:00Z,0,372.1,1,754.87,754.87,343,343,39,Morning,Friday,Mid,Medium Basket,5,1,3,9,513,Promising,Medium Value,One-Time
13372,United Kingdom,United Kingdom,Doctor,37,35-44,4,Widow,Postgrad,2011-09-11T12:46:00Z,2011-09-11T12:46:00Z,0,90.00277777777778,1,378.64,378.64,159,159,23,Afternoon,Sunday,Mid,Medium Basket,4,1,2,7,412,Promising,Low Value,One-Time
13373,United Kingdom,United Kingdom,Doctor,49,45-54,5,Widow,Postgrad,2011-03-08T14:35:00Z,2011-10-10T10:51:00Z,215.84444444444443,61.08263888888889,3,3312.25,1104.0833333333333,550.3333333333334,1651,135,Afternoon,Monday,Mid,Medium Basket,3,3,5,11,335,Needs Attention,High Value,Occasional
13375,United Kingdom,United Kingdom,Doctor,40,35-44,4,Married,Postgrad,2011-09-12T10:19:00Z,2011-09-12T10:19:00Z,0,89.1048611111111,1,778.65,778.65,442,442,37,Morning,Monday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time
13376,United Kingdom,United Kingdom,Pharmacist,48,45-54,4,Married,Postgrad,2011-04-19T13:03:00Z,2011-09-01T16:16:00Z,135.1340277777778,99.85694444444445,3,1019.76,339.92,164.33333333333334,493,45,Afternoon,Tuesday,Mid,Medium Basket,4,3,4,11,434,Potential Loyalists,Medium Value,Occasional
13379,United Kingdom,United Kingdom,Doctor,49,45-54,5,Married,Postgrad,2011-07-26T12:26:00Z,2011-11-13T13:45:00Z,110.05486111111111,26.961805555555557,3,572.56,190.85333333333332,200.33333333333334,601,85,Afternoon,Sunday,Low,Medium Basket,2,3,3,8,233,At Risk,Medium Value,Occasional
13381,United Kingdom,United Kingdom,Unknown,59,55+,2,Divorced,Undergrad,2011-02-14T10:10:00Z,2011-11-08T11:58:00Z,267.075,32.03611111111111,6,3639.31,606.5516666666666,338.1666666666667,2029,77,Morning,Monday,Mid,Medium Basket,2,5,5,12,255,At Risk,High Value,Frequent
13382,United Kingdom,United Kingdom,Doctor,38,35-44,3,Married,Postgrad,2011-03-04T10:03:00Z,2011-03-04T10:03:00Z,0,281.11597222222224,1,222.99,222.99,131,131,15,Morning,Friday,Mid,Medium Basket,5,1,1,7,511,Promising,Low Value,One-Time
13384,United Kingdom,United Kingdom,Unknown,62,55+,4,Single,Undergrad,2011-06-14T12:47:00Z,2011-11-09T11:04:00Z,147.9284722222222,31.073611111111113,7,4151.93,593.1328571428572,346,2422,123,Afternoon,Tuesday,Mid,Medium Basket,2,5,5,12,255,At Risk,High Value,Frequent
13385,United Kingdom,United Kingdom,Unknown,56,55+,5,Divorced,Undergrad,2011-01-14T09:52:00Z,2011-01-14T09:52:00Z,0,330.12361111111113,1,534.57,534.57,281,281,35,Morning,Friday,Mid,Medium Basket,5,1,3,9,513,Promising,Medium Value,One-Time
13388,United Kingdom,United Kingdom,Doctor,42,35-44,3,Widow,Postgrad,2011-07-31T12:52:00Z,2011-07-31T12:52:00Z,0,131.9986111111111,2,677.1,338.55,141,282,35,Afternoon,Sunday,Mid,Medium Basket,4,2,3,9,423,Potential Loyalists,Medium Value,Occasional
13389,United Kingdom,United Kingdom,Doctor,33,25-34,4,Married,Postgrad,2011-04-21T12:12:00Z,2011-11-28T14:01:00Z,221.07569444444445,11.950694444444444,3,797.96,265.9866666666667,143,429,50,Afternoon,Monday,Mid,Medium Basket,1,3,3,7,133,At Risk,Medium Value,Occasional
13390,United Kingdom,United Kingdom,Doctor,32,25-34,5,Married,Postgrad,2011-09-26T08:38:00Z,2011-09-26T08:38:00Z,0,75.175,1,544.08,544.08,224,224,13,Morning,Monday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time
13391,United Kingdom,United Kingdom,Unknown,27,25-34,5,Married,Undergrad,2011-05-20T10:50:00Z,2011-05-20T10:50:00Z,0,204.08333333333334,1,59.8,59.8,4,4,1,Morning,Friday,High,Small Basket,5,1,1,7,511,Promising,Low Value,One-Time
13394,United Kingdom,United Kingdom,Doctor,49,45-54,5,Married,Postgrad,2011-02-03T10:39:00Z,2011-12-08T11:36:00Z,308.0395833333333,2.051388888888889,8,2520.02,315.0025,299,2392,124,Morning,Thursday,Mid,Medium Basket,1,5,5,11,155,At Risk,High Value,Frequent
13395,United Kingdom,United Kingdom,Business,36,35-44,3,Single,Undergrad,2011-06-07T15:04:00Z,2011-06-07T15:04:00Z,0,185.90694444444443,1,307.71999999999997,307.71999999999997,336,336,21,Afternoon,Tuesday,Mid,Medium Basket,5,1,2,8,512,Promising,Low Value,One-Time
13396,United Kingdom,United Kingdom,Pharmacist,32,25-34,5,Widow,Postgrad,2011-01-24T13:37:00Z,2011-11-10T16:59:00Z,290.1402777777778,29.827083333333334,2,1360.99,680.495,300,600,42,Afternoon,Thursday,Mid,Medium Basket,2,2,4,8,224,Big Spenders Lost,Medium Value,Occasional
13397,United Kingdom,United Kingdom,Pharmacist,37,35-44,4,Married,Postgrad,2011-01-04T13:50:00Z,2011-09-28T10:56:00Z,266.87916666666666,73.07916666666667,5,1544.13,308.826,86,430,28,Afternoon,Thursday,Mid,Medium Basket,4,4,4,12,444,Champions,Medium Value,Occasional
13398,United Kingdom,United Kingdom,Doctor,47,45-54,5,Widow,Postgrad,2011-05-31T13:17:00Z,2011-05-31T13:17:00Z,0,192.98125,1,457.34,457.34,281,281,26,Afternoon,Tuesday,Mid,Medium Basket,5,1,2,8,512,Promising,Low Value,One-Time
13402,United Kingdom,United Kingdom,Pharmacist,33,25-34,5,Widow,Postgrad,2010-12-02T17:12:00Z,2011-08-04T15:51:00Z,244.94375,127.87430555555555,2,621.23,310.615,239.5,479,32,Afternoon,Thursday,Low,Medium Basket,4,2,3,9,423,Potential Loyalists,Medium Value,Occasional
13403,United Kingdom,United Kingdom,Doctor,51,45-54,4,Married,Postgrad,2011-11-22T08:28:00Z,2011-11-22T08:28:00Z,0,18.181944444444444,1,75,75,44,44,3,Morning,Tuesday,Mid,Small Basket,2,1,1,4,211,Lost,Low Value,One-Time
13404,United Kingdom,United Kingdom,Doctor,32,25-34,4,Widow,Postgrad,2011-05-11T11:57:00Z,2011-12-08T15:37:00Z,211.15277777777777,1.8840277777777779,2,252.49,126.245,55.5,111,11,Morning,Wednesday,Mid,Medium Basket,1,2,2,5,122,Lost,Low Value,Occasional
13405,United Kingdom,United Kingdom,Doctor,36,35-44,5,Married,Postgrad,2011-01-26T09:27:00Z,2011-09-26T17:01:00Z,243.31527777777777,74.82569444444445,3,572.451,190.817,55,165,25,Afternoon,Thursday,Mid,Small Basket,4,3,3,10,433,Potential Loyalists,Medium Value,Occasional
13408,United Kingdom,United Kingdom,Doctor,43,35-44,3,Married,Postgrad,2010-12-01T10:39:00Z,2011-12-08T09:05:00Z,371.9347222222222,2.15625,62,28117.04,453.5006451612903,261.80645161290323,16232,234,Afternoon,Wednesday,Mid,Large Basket,1,5,5,11,155,At Risk,Premium Value,Highly Frequent
13410,United Kingdom,United Kingdom,Unknown,66,55+,4,Single,Postgrad,2011-02-21T14:38:00Z,2011-11-15T15:33:00Z,267.03819444444446,24.886805555555554,5,1003.06,200.612,103.6,518,15,Afternoon,Monday,Mid,Medium Basket,2,4,4,10,244,At Risk,Medium Value,Occasional
13411,United Kingdom,United Kingdom,Doctor,50,45-54,5,Widow,Postgrad,2011-08-24T13:57:00Z,2011-08-24T13:57:00Z,0,107.95347222222222,1,213.55,213.55,72,72,17,Afternoon,Wednesday,Mid,Medium Basket,4,1,1,6,411,Promising,Low Value,One-Time
