CustomerID,Country,PreferredCountry,Profession,Age,AgeBand,FamilySize,MaritalStatus,Education,FirstPurchaseDate,LastPurchaseDate,CustomerLifespanDays,Recency,Frequency,Monetary,AvgBasketValue,AvgItemsPerOrder,TotalQuantity,UniqueProductsPurchased,PreferredTimeOfDay,PreferredWeekday,PreferredPriceBand,PreferredBasketType,R_Score,F_Score,M_Score,RFM_Total,RFM_Score,Segment,SpendingBand,FrequencyBand,Cluster,PC1,PC2,ClusterLabel
14145,United Kingdom,United Kingdom,Engineer,40,35-44,3,Married,Undergrad,2011-05-06T13:01:00Z,2011-10-24T12:10:00Z,170.96458333333334,47.02777777777778,4,3742.2,935.55,189,756,6,Afternoon,Monday,Mid,Large Basket,3,4,5,12,345,Loyal Customers,High Value,Occasional,4,0.9834597962844803,0.9665518855507099,Regular Customers
14146,United Kingdom,United Kingdom,Unknown,21,18-24,4,Single,Undergrad,2010-12-17T15:52:00Z,2011-12-01T10:18:00Z,348.7680555555556,9.105555555555556,5,4191,838.2,487.4,2437,183,Afternoon,Thursday,Mid,Medium Basket,1,4,5,10,145,At Risk,High Value,Occasional,3,3.1764208701482186,0.25711424248075176,Recently Active
14147,United Kingdom,United Kingdom,Pharmacist,54,45-54,5,Widow,Postgrad,2011-02-27T11:42:00Z,2011-09-22T18:10:00Z,207.26944444444445,78.77777777777777,2,483.4,241.7,54,108,4,Evening,Thursday,Mid,Large Basket,4,3,2,9,432,Potential Loyalists,Low Value,Occasional,2,-1.1733522129182137,-0.34392831606547514,Dormant / Churn Risk
14148,United Kingdom,United Kingdom,Doctor,46,45-54,4,Married,Postgrad,2011-04-20T12:02:00Z,2011-04-20T12:02:00Z,0,234.03333333333333,1,157.2,157.2,16,16,3,Afternoon,Wednesday,Mid,Small Basket,5,1,1,7,511,Promising,Low Value,One-Time,2,-3.5379905418877953,0.10792866850385485,Dormant / Churn Risk
14149,United Kingdom,United Kingdom,Pharmacist,53,45-54,4,Married,Postgrad,2011-05-03T09:44:00Z,2011-05-03T09:44:00Z,0,221.12916666666663,1,446.62,446.62,218,218,28,Morning,Tuesday,Mid,Medium Basket,5,1,2,8,512,Promising,Low Value,One-Time,2,-1.1314641936201961,1.0626915240420318,Dormant / Churn Risk
14150,United Kingdom,United Kingdom,Engineer,29,25-34,2,Married,Postgrad,2010-12-15T10:04:00Z,2011-11-04T10:05:00Z,324.00069444444443,36.114583333333336,2,658.64,329.32,248,496,23,Morning,Friday,Mid,Large Basket,3,3,3,9,333,Needs Attention,Medium Value,Occasional,4,0.5845356844710263,-0.42945773360011813,Regular Customers
14152,United Kingdom,United Kingdom,Doctor,49,45-54,4,Married,Postgrad,2011-04-19T15:46:00Z,2011-09-25T12:54:00Z,158.88055555555556,75.99722222222222,2,621.29,310.645,355.5,711,47,Afternoon,Tuesday,Low,Medium Basket,4,3,3,10,433,Potential Loyalists,Medium Value,Occasional,4,0.3272324520286514,0.06965614160575352,Regular Customers
14154,United Kingdom,United Kingdom,Pharmacist,51,45-54,4,Widow,Postgrad,2011-04-14T15:58:00Z,2011-04-14T16:26:00Z,0.01944444444444444,239.85,2,1345.62,672.81,232.5,465,52,Afternoon,Thursday,Mid,Medium Basket,5,3,4,12,534,Potential Loyalists,Medium Value,Occasional,4,-0.10279552270625075,1.5090277062206503,Regular Customers
14155,United Kingdom,United Kingdom,Engineer,43,35-44,4,Married,Undergrad,2011-03-18T14:13:00Z,2011-03-18T14:13:00Z,0,266.9423611111111,1,118.75,118.75,25,25,6,Afternoon,Friday,High,Small Basket,5,1,1,7,511,Promising,Low Value,One-Time,2,-3.510823720465495,-0.033955507870881696,Dormant / Churn Risk
14156,Eire,Eire,Engineer,36,35-44,4,Single,Undergrad,2010-12-03T11:48:00Z,2011-11-30T10:54:00Z,361.9625,10.080555555555556,55,117379.63,2134.175090909091,1052.4545454545455,57885,714,Afternoon,Tuesday,Mid,Medium Basket,1,5,5,11,155,At Risk,Premium Value,Highly Frequent,3,8.398335237539284,0.05987985091501624,Recently Active
14157,United Kingdom,United Kingdom,Pharmacist,30,25-34,3,Widow,Postgrad,2011-02-27T13:04:00Z,2011-11-20T11:32:00Z,265.93611111111113,20.054166666666667,2,432.88,216.44,142,284,45,Afternoon,Sunday,Mid,Small Basket,2,3,2,7,232,Needs Attention,Low Value,Occasional,4,0.17186447919680764,-0.8393652841533645,Regular Customers
14158,United Kingdom,United Kingdom,Pharmacist,33,25-34,5,Widow,Postgrad,2011-10-30T15:08:00Z,2011-10-30T15:08:00Z,0,40.90416666666667,1,507.66,507.66,781,781,41,Afternoon,Sunday,Low,Medium Basket,3,1,3,7,313,Promising,Medium Value,One-Time,4,0.07239654256145067,0.9511794372204827,Regular Customers
14159,United Kingdom,United Kingdom,Unknown,22,18-24,3,Divorced,Undergrad,2010-12-12T11:17:00Z,2011-11-20T12:36:00Z,343.0548611111111,20.009722222222223,11,4693.01,426.6372727272728,400.72727272727275,4408,501,Afternoon,Sunday,Mid,Small Basket,2,5,5,12,255,At Risk,High Value,Frequent,3,3.679997936425007,-0.4572651557793618,Recently Active
14161,United Kingdom,United Kingdom,Pharmacist,33,25-34,5,Married,Postgrad,2010-12-05T13:18:00Z,2011-05-08T11:41:00Z,153.9326388888889,216.04791666666668,3,1110.52,370.17333333333335,151.66666666666666,455,87,Morning,Sunday,Mid,Small Basket,5,3,4,12,534,Potential Loyalists,Medium Value,Occasional,4,0.29000275854967805,0.48007274452342513,Regular Customers
14162,United Kingdom,United Kingdom,Unknown,57,55+,2,Single,Undergrad,2011-02-20T12:32:00Z,2011-06-19T11:36:00Z,118.96111111111112,174.05138888888888,2,289.36,144.68,71,142,25,Afternoon,Sunday,Mid,Small Basket,4,3,2,9,432,Potential Loyalists,Low Value,Occasional,2,-1.4279967409024716,-0.374996067892747,Dormant / Churn Risk
14163,United Kingdom,United Kingdom,Unknown,46,45-54,1,Single,Undergrad,2011-04-14T17:33:00Z,2011-09-13T15:18:00Z,151.90625,87.89722222222223,4,2445.91,611.4775,223.25,893,36,Afternoon,Tuesday,Mid,Medium Basket,4,4,5,13,445,Champions,High Value,Occasional,4,1.1175627590062114,0.6670854140787006,Regular Customers
14164,United Kingdom,United Kingdom,Unknown,48,45-54,3,Single,Undergrad,2011-09-20T12:18:00Z,2011-09-30T12:24:00Z,10.004166666666666,71.01805555555555,2,1631.77,815.885,516.5,1033,28,Afternoon,Tuesday,Mid,Large Basket,3,3,4,10,334,Needs Attention,Medium Value,Occasional,4,0.6326306909072974,1.376513519503567,Regular Customers
14165,United Kingdom,United Kingdom,Unknown,48,45-54,3,Divorced,Undergrad,2011-03-09T12:39:00Z,2011-03-09T12:39:00Z,0,276.0076388888889,1,122.54,122.54,54,54,23,Afternoon,Wednesday,Mid,Single Item,5,1,1,7,511,Promising,Low Value,One-Time,2,-2.831210910245422,-0.015279658337371382,Dormant / Churn Risk
14167,United Kingdom,United Kingdom,Unknown,18,18-24,3,Single,Postgrad,2011-01-12T15:44:00Z,2011-10-31T14:29:00Z,291.9479166666667,39.93125,4,574.84,143.71,37.5,150,27,Afternoon,Monday,Mid,Small Basket,3,4,3,10,343,Loyal Customers,Medium Value,Occasional,4,-0.18258991968862753,-1.2376157302325692,Regular Customers
14171,United Kingdom,United Kingdom,Pharmacist,32,25-34,3,Widow,Postgrad,2011-09-02T16:43:00Z,2011-09-02T16:43:00Z,0,98.83819444444444,1,363.79,363.79,167,167,57,Afternoon,Friday,Mid,Small Basket,4,1,2,7,412,Promising,Low Value,One-Time,4,-0.7952502436205832,0.4056284078124447,Regular Customers
14173,United Kingdom,United Kingdom,Pharmacist,44,35-44,5,Married,Postgrad,2011-05-04T14:03:00Z,2011-11-29T11:54:00Z,208.91041666666663,11.03888888888889,4,450.84,112.71,37.5,150,28,Afternoon,Tuesday,Mid,Single Item,1,4,2,7,142,Needs Attention,Low Value,Occasional,4,-0.5110573303172806,-1.327872684896937,Regular Customers
14174,United Kingdom,United Kingdom,Doctor,48,45-54,4,Married,Postgrad,2011-11-06T13:17:00Z,2011-11-06T13:17:00Z,0,33.98125,1,134.46,134.46,94,94,26,Afternoon,Sunday,Mid,Small Basket,3,1,1,5,311,Promising,Low Value,One-Time,2,-1.8436705812840555,-0.6353791793666017,Dormant / Churn Risk
14175,United Kingdom,United Kingdom,Pharmacist,46,45-54,4,Widow,Postgrad,2011-01-14T12:22:00Z,2011-10-11T11:55:00Z,269.98125,60.03819444444444,3,3222.3,1074.1,505,1515,139,Morning,Tuesday,Mid,Medium Basket,3,3,5,11,335,Needs Attention,High Value,Occasional,3,2.4774305471102016,0.8252635631105203,Recently Active
14176,United Kingdom,United Kingdom,Pharmacist,34,25-34,5,Married,Postgrad,2010-12-07T11:45:00Z,2011-02-15T13:12:00Z,70.06041666666667,297.9847222222222,4,576.9000000000001,144.22500000000002,52.25,209,28,Afternoon,Tuesday,Mid,Medium Basket,5,4,3,12,543,Loyal Customers,Medium Value,Occasional,2,-1.4163524221496122,0.139664916255806,Dormant / Churn Risk
14177,United Kingdom,United Kingdom,Pharmacist,30,25-34,3,Widow,Postgrad,2011-06-13T11:10:00Z,2011-09-14T15:11:00Z,93.1673611111111,86.90208333333334,4,559.41,139.8525,51.25,205,37,Afternoon,Monday,Mid,Single Item,4,4,3,11,443,Loyal Customers,Medium Value,Occasional,4,-0.687449185256058,-0.6224456559081585,Regular Customers
14178,United Kingdom,United Kingdom,Pharmacist,33,25-34,5,Widow,Postgrad,2011-06-10T12:51:00Z,2011-12-01T12:01:00Z,173.96527777777777,9.034027777777778,7,1620.93,231.5614285714286,215,1505,191,Afternoon,Tuesday,Low,Small Basket,1,5,4,10,154,At Risk,Medium Value,Frequent,3,1.7239076533236535,-0.591120432523486,Recently Active
14179,United Kingdom,United Kingdom,Pharmacist,34,25-34,4,Married,Postgrad,2011-10-18T14:00:00Z,2011-10-30T12:07:00Z,11.921527777777778,41.02986111111111,2,719.78,359.89,165,330,135,Afternoon,Tuesday,Mid,Single Item,3,3,3,9,333,Needs Attention,Medium Value,Occasional,4,0.21701698564642424,0.19888725823006465,Regular Customers
14180,United Kingdom,United Kingdom,Pharmacist,38,35-44,5,Married,Postgrad,2010-12-02T13:08:00Z,2011-11-29T10:56:00Z,361.90833333333336,11.079166666666667,25,4748.52,189.9408,28.76,719,112,Afternoon,Wednesday,High,Small Basket,1,5,5,11,155,At Risk,High Value,Highly Frequent,3,2.8442743216195776,-1.761491888872853,Recently Active
14184,United Kingdom,United Kingdom,Pharmacist,43,35-44,4,Married,Postgrad,2011-10-04T12:43:00Z,2011-10-04T12:43:00Z,0,67.00486111111111,1,452.89,452.89,127,127,24,Afternoon,Tuesday,Mid,Small Basket,3,1,2,6,312,Promising,Low Value,One-Time,4,-0.9201987025387528,0.5232418616270771,Regular Customers
14185,United Kingdom,United Kingdom,Doctor,38,35-44,5,Married,Postgrad,2011-01-12T13:52:00Z,2011-01-12T13:52:00Z,0,331.95694444444445,1,197.65,197.65,6,6,3,Afternoon,Wednesday,High,Small Basket,5,1,1,7,511,Promising,Low Value,One-Time,2,-3.938786745951948,0.525319455173799,Dormant / Churn Risk
14188,United Kingdom,United Kingdom,Doctor,42,35-44,4,Married,Postgrad,2011-02-02T13:46:00Z,2011-11-09T12:45:00Z,279.9576388888889,31.00347222222222,6,2054.36,342.3933333333334,193.66666666666663,1162,34,Afternoon,Wednesday,Mid,Medium Basket,2,5,4,11,254,At Risk,High Value,Frequent,3,1.4890591451759934,-0.3201915277750093,Recently Active
14189,United Kingdom,United Kingdom,Doctor,41,35-44,4,Widow,Postgrad,2010-12-06T11:42:00Z,2011-12-07T15:55:00Z,366.1756944444445,2.8715277777777777,15,4654.08,310.272,262.46666666666664,3937,176,Afternoon,Thursday,Mid,Medium Basket,1,5,5,11,155,At Risk,High Value,Frequent,3,3.414015378856141,-0.9125201588618712,Recently Active
14191,United Kingdom,United Kingdom,Engineer,38,35-44,3,Divorced,Postgrad,2011-05-03T10:30:00Z,2011-12-08T09:23:00Z,218.95347222222225,2.14375,13,4684.76,360.36615384615385,281.6923076923077,3662,145,Afternoon,Tuesday,Mid,Medium Basket,1,5,5,11,155,At Risk,High Value,Frequent,3,2.8935017093241755,-0.358530757058641,Recently Active
14193,United Kingdom,United Kingdom,Pharmacist,38,35-44,5,Married,Postgrad,2011-03-15T11:38:00Z,2011-10-03T09:34:00Z,201.9138888888889,68.1361111111111,2,853.39,426.695,222.5,445,35,Morning,Tuesday,Mid,Medium Basket,3,3,3,9,333,Needs Attention,Medium Value,Occasional,4,0.4523652749996533,0.12812205754060485,Regular Customers
14194,United Kingdom,United Kingdom,Pharmacist,53,45-54,4,Married,Postgrad,2011-02-04T14:51:00Z,2011-12-05T10:38:00Z,303.82430555555555,5.091666666666667,21,11349.52,540.4533333333334,278.0952380952381,5840,269,Afternoon,Friday,Mid,Medium Basket,1,5,5,11,155,At Risk,Premium Value,Highly Frequent,3,4.308030250338014,-0.4464456617822172,Recently Active
14195,United Kingdom,United Kingdom,Unknown,58,55+,5,Single,Undergrad,2011-04-01T16:50:00Z,2011-05-22T10:29:00Z,50.735416666666666,202.09791666666663,2,1012,506,380,760,7,Afternoon,Friday,High,Large Basket,5,3,4,12,534,Potential Loyalists,Medium Value,Occasional,4,-0.5546112702756698,1.3084489861706583,Regular Customers
14196,United Kingdom,United Kingdom,Pharmacist,43,35-44,3,Married,Postgrad,2011-08-25T10:25:00Z,2011-08-25T10:25:00Z,0,107.10069444444444,1,335.52,335.52,142,142,6,Morning,Thursday,Mid,Large Basket,4,1,2,7,412,Promising,Low Value,One-Time,2,-1.6700391807434423,0.5268500207948776,Dormant / Churn Risk
14198,United Kingdom,United Kingdom,Pharmacist,37,35-44,3,Married,Postgrad,2011-04-14T14:54:00Z,2011-11-21T16:35:00Z,221.0701388888889,18.84375,4,701.4,175.35,72.5,290,35,Afternoon,Thursday,Mid,Medium Basket,2,4,3,9,243,At Risk,Medium Value,Occasional,4,0.14178154004704197,-0.9166199927914251,Regular Customers
14199,United Kingdom,United Kingdom,Pharmacist,54,45-54,4,Widow,Postgrad,2011-05-05T13:44:00Z,2011-05-05T13:44:00Z,0,218.9625,1,185.4,185.4,28,28,2,Afternoon,Thursday,High,Medium Basket,5,1,1,7,511,Promising,Low Value,One-Time,2,-3.2863868362701094,0.2724358422432087,Dormant / Churn Risk
14201,United Kingdom,United Kingdom,Unknown,48,45-54,2,Married,Postgrad,2010-12-15T13:25:00Z,2011-10-10T13:27:00Z,299.00138888888887,60.97430555555555,7,747.4399999999999,106.77714285714283,84.28571428571429,590,32,Afternoon,Tuesday,Mid,Medium Basket,3,5,3,11,353,Loyal Customers,Medium Value,Frequent,4,0.3955123971305502,-1.3611397871958908,Regular Customers
14204,United Kingdom,United Kingdom,Doctor,33,25-34,5,Widow,Postgrad,2011-12-07T13:38:00Z,2011-12-07T13:38:00Z,0,2.966666666666667,1,161.03,161.03,82,82,36,Afternoon,Wednesday,Mid,Single Item,1,1,1,3,111,Lost,Low Value,One-Time,2,-1.5530467242919632,-0.6265029635939108,Dormant / Churn Risk
14205,United Kingdom,United Kingdom,Doctor,35,35-44,4,Widow,Postgrad,2011-03-20T15:07:00Z,2011-11-23T10:55:00Z,247.825,17.07986111111111,2,466.7,233.35,102,204,23,Afternoon,Sunday,Mid,Small Basket,2,3,2,7,232,Needs Attention,Low Value,Occasional,4,-0.1513320294577266,-0.7294360008589839,Regular Customers
14206,United Kingdom,United Kingdom,Pharmacist,31,25-34,5,Married,Postgrad,2011-04-14T16:38:00Z,2011-04-14T16:38:00Z,0,239.84166666666667,1,328.15999999999997,328.15999999999997,276,276,20,Afternoon,Thursday,Mid,Medium Basket,5,1,2,8,512,Promising,Low Value,One-Time,2,-1.4531825565488485,0.9394043271750099,Dormant / Churn Risk
14208,United Kingdom,United Kingdom,Business,42,35-44,2,Single,Undergrad,2011-09-06T12:48:00Z,2011-09-06T12:48:00Z,0,95.00138888888888,1,151.74,151.74,114,114,10,Afternoon,Tuesday,Mid,Medium Basket,4,1,1,6,411,Promising,Low Value,One-Time,2,-2.169267770102207,-0.2413570206148083,Dormant / Churn Risk
14209,United Kingdom,United Kingdom,Doctor,31,25-34,3,Married,Postgrad,2011-01-11T12:56:00Z,2011-11-29T10:18:00Z,321.8902777777778,11.105555555555556,6,2073.43,345.57166666666666,115.16666666666669,691,55,Morning,Tuesday,Mid,Medium Basket,1,5,5,11,155,At Risk,High Value,Frequent,3,1.6543926974992003,-0.5982398834548465,Recently Active
14210,United Kingdom,United Kingdom,Doctor,36,35-44,4,Married,Postgrad,2010-12-03T12:43:00Z,2011-08-26T12:36:00Z,265.9951388888889,106.00972222222222,6,1905.84,317.64000000000004,126.66666666666669,760,66,Afternoon,Tuesday,Mid,Medium Basket,4,5,4,13,454,Champions,Medium Value,Frequent,3,1.2559303779854494,-0.24006753610607298,Recently Active
14211,United Kingdom,United Kingdom,Pharmacist,53,45-54,4,Widow,Postgrad,2011-02-17T15:50:00Z,2011-10-17T13:23:00Z,241.89791666666667,53.97708333333333,9,2241.1,249.0111111111111,138,1242,87,Morning,Monday,Mid,Medium Basket,3,5,5,13,355,Loyal Customers,High Value,Frequent,3,1.6783619834596961,-0.580969675748961,Recently Active
14212,United Kingdom,United Kingdom,Doctor,31,25-34,5,Widow,Postgrad,2011-09-11T12:45:00Z,2011-09-11T12:45:00Z,0,90.00347222222223,1,1070.48,1070.48,1152,1152,9,Afternoon,Sunday,Low,Large Basket,4,1,4,9,414,Promising,Medium Value,One-Time,4,0.16922367171288238,2.062478991712709,Regular Customers
14214,United Kingdom,United Kingdom,Pharmacist,53,45-54,3,Married,Postgrad,2011-03-07T12:26:00Z,2011-11-09T10:31:00Z,246.92013888888889,31.096527777777776,5,1004.38,200.876,150.2,751,64,Afternoon,Monday,Mid,Medium Basket,2,4,4,10,244,At Risk,Medium Value,Occasional,4,0.9380686277336104,-0.778907486652872,Regular Customers
14215,United Kingdom,United Kingdom,Pharmacist,30,25-34,4,Widow,Postgrad,2010-12-06T15:34:00Z,2011-11-28T12:19:00Z,356.8645833333333,12.021527777777775,6,1789.72,298.2866666666667,226.33333333333337,1358,98,Afternoon,Monday,Mid,Medium Basket,1,5,4,10,154,At Risk,Medium Value,Frequent,3,2.0678364852294906,-0.7467661566405728,Recently Active
14216,United Kingdom,United Kingdom,Doctor,34,25-34,5,Married,Postgrad,2011-11-02T10:51:00Z,2011-12-06T14:56:00Z,34.170138888888886,3.9125,4,1839.3,459.825,148.5,594,47,Morning,Wednesday,Mid,Medium Basket,1,4,4,9,144,At Risk,Medium Value,Occasional,4,0.7506283567010329,0.36654296223690896,Regular Customers
14217,United Kingdom,United Kingdom,Unknown,28,25-34,1,Single,Postgrad,2010-12-08T13:28:00Z,2011-12-08T11:53:00Z,364.93402777777777,2.0395833333333333,17,2004.98,117.94,40.52941176470589,689,78,Afternoon,Thursday,Mid,Small Basket,1,5,4,10,154,At Risk,High Value,Highly Frequent,3,1.9083922823906596,-1.9420831352614736,Recently Active
14218,United Kingdom,United Kingdom,Pharmacist,43,35-44,5,Married,Postgrad,2011-10-28T10:00:00Z,2011-10-28T10:00:00Z,0,43.11805555555556,1,169.48000000000002,169.48000000000002,160,160,12,Morning,Friday,Mid,Medium Basket,3,1,1,5,311,Promising,Low Value,One-Time,2,-1.7620606234744605,-0.2760256470746069,Dormant / Churn Risk
14219,United Kingdom,United Kingdom,Pharmacist,36,35-44,4,Widow,Postgrad,2011-12-05T16:23:00Z,2011-12-05T16:23:00Z,0,4.852083333333334,1,89.94,89.94,78,78,7,Afternoon,Monday,Low,Medium Basket,1,1,1,3,111,Lost,Low Value,One-Time,2,-2.5556951667513057,-0.9727256898644356,Dormant / Churn Risk
14220,United Kingdom,United Kingdom,Doctor,31,25-34,3,Widow,Postgrad,2010-12-16T18:18:00Z,2011-04-06T13:23:00Z,110.79513888888889,247.97708333333333,2,632.4,316.2,136,272,21,Evening,Thursday,Mid,Medium Basket,5,3,3,11,533,Potential Loyalists,Medium Value,Occasional,2,-0.890743069408285,0.6219566411588979,Dormant / Churn Risk
14221,United Kingdom,United Kingdom,Doctor,49,45-54,5,Married,Postgrad,2011-01-04T15:33:00Z,2011-10-28T13:42:00Z,296.92291666666665,42.96388888888889,9,3432.7999999999997,381.4222222222222,243.44444444444449,2191,123,Afternoon,Tuesday,Mid,Medium Basket,3,5,5,13,355,Loyal Customers,High Value,Frequent,3,2.512959784065502,-0.3293480993725634,Recently Active
14222,United Kingdom,United Kingdom,Doctor,50,45-54,4,Widow,Postgrad,2011-06-15T16:42:00Z,2011-06-15T16:42:00Z,0,177.8388888888889,1,683.17,683.17,607,607,41,Afternoon,Wednesday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time,4,-0.18173482159178814,1.5189737679620647,Regular Customers
14223,United Kingdom,United Kingdom,Pharmacist,50,45-54,3,Widow,Postgrad,2011-03-20T16:02:00Z,2011-09-08T13:38:00Z,171.9,92.96666666666668,3,991.13,330.37666666666667,195,585,50,Afternoon,Thursday,Mid,Medium Basket,4,3,4,11,434,Potential Loyalists,Medium Value,Occasional,4,0.5005971331883967,0.04947873521181029,Regular Customers
14224,United Kingdom,United Kingdom,Unknown,68,55+,1,Divorced,Postgrad,2011-01-23T13:58:00Z,2011-08-21T13:24:00Z,209.9763888888889,110.97638888888888,4,1050.12,262.53000000000003,128.5,514,105,Afternoon,Sunday,Mid,Single Item,4,4,4,12,444,Champions,Medium Value,Occasional,4,0.7316628355311324,-0.29169413297753305,Regular Customers
14226,United Kingdom,United Kingdom,Pharmacist,33,25-34,3,Married,Postgrad,2011-03-15T15:36:00Z,2011-11-11T11:34:00Z,240.83194444444445,29.052777777777777,5,2232.19,446.438,261.6,1308,64,Afternoon,Friday,Mid,Medium Basket,2,4,5,11,245,At Risk,High Value,Occasional,3,1.740842484503245,-0.0074495701985966,Recently Active
14227,United Kingdom,United Kingdom,Pharmacist,39,35-44,5,Married,Postgrad,2011-02-28T12:27:00Z,2011-11-13T15:48:00Z,258.13958333333335,26.87638888888889,10,3350.96,335.096,182,1820,117,Afternoon,Friday,Mid,Medium Basket,2,5,5,12,255,At Risk,High Value,Frequent,3,2.3443175551864424,-0.45359775521999895,Recently Active
14229,United Kingdom,United Kingdom,Pharmacist,47,45-54,5,Widow,Postgrad,2011-01-10T12:03:00Z,2011-10-19T10:04:00Z,281.9173611111111,52.11527777777778,3,1547.2,515.7333333333333,203.33333333333337,610,29,Afternoon,Monday,Mid,Medium Basket,3,3,4,10,334,Needs Attention,Medium Value,Occasional,4,1.1044995169406415,0.07850401739459517,Regular Customers
14231,United Kingdom,United Kingdom,Pharmacist,37,35-44,3,Married,Postgrad,2011-02-24T11:55:00Z,2011-06-09T11:05:00Z,104.96527777777776,184.07291666666663,3,925.71,308.57,136.33333333333334,409,47,Morning,Thursday,Mid,Medium Basket,5,3,3,11,533,Potential Loyalists,Medium Value,Occasional,4,-0.1456019756431253,0.38759730498450495,Regular Customers
14232,United Kingdom,United Kingdom,Doctor,34,25-34,5,Widow,Postgrad,2011-03-20T12:44:00Z,2011-10-28T11:09:00Z,221.93402777777777,43.07013888888889,5,2048.07,409.614,388.2,1941,81,Afternoon,Sunday,Mid,Medium Basket,3,4,4,11,344,Loyal Customers,High Value,Occasional,3,1.8018219151031614,0.08250910788106677,Recently Active
14233,United Kingdom,United Kingdom,Pharmacist,40,35-44,3,Widow,Postgrad,2011-01-26T12:43:00Z,2011-10-21T15:54:00Z,268.1326388888889,49.87222222222222,4,1462.72,365.68,170,680,30,Afternoon,Friday,Mid,Medium Basket,3,4,4,11,344,Loyal Customers,Medium Value,Occasional,4,0.9979451659080243,-0.19612767951683718,Regular Customers
14234,United Kingdom,United Kingdom,Pharmacist,31,25-34,4,Married,Postgrad,2011-10-13T13:58:00Z,2011-11-17T17:53:00Z,35.16319444444444,22.789583333333333,4,775.46,193.865,240.75,963,122,Afternoon,Thursday,Mid,Single Item,2,4,3,9,243,At Risk,Medium Value,Occasional,4,0.522940102329684,-0.2968837355512158,Regular Customers
14235,United Kingdom,United Kingdom,Doctor,53,45-54,4,Married,Postgrad,2011-03-24T13:23:00Z,2011-09-25T14:37:00Z,185.05138888888888,75.92569444444445,5,3144.86,628.972,391.8,1959,65,Afternoon,Thursday,Mid,Large Basket,4,4,5,13,445,Champions,High Value,Occasional,3,1.8658677966903643,0.6540297092678147,Recently Active
14236,United Kingdom,United Kingdom,Doctor,34,25-34,3,Widow,Postgrad,2010-12-02T18:49:00Z,2011-09-20T09:13:00Z,291.6,81.15069444444444,2,490.86,245.43,155,310,15,Morning,Tuesday,Low,Large Basket,4,3,3,10,433,Potential Loyalists,Low Value,Occasional,4,-0.16756139964275363,-0.5014544632388871,Regular Customers
14237,United Kingdom,United Kingdom,Doctor,31,25-34,5,Widow,Postgrad,2010-12-01T13:20:00Z,2010-12-01T13:20:00Z,0,373.9791666666667,1,161,161,38,38,9,Afternoon,Wednesday,High,Small Basket,5,1,1,7,511,Promising,Low Value,One-Time,2,-3.3189665159250143,0.5570166298389017,Dormant / Churn Risk
14238,United Kingdom,United Kingdom,Unknown,42,35-44,5,Single,Postgrad,2011-01-17T14:40:00Z,2011-01-17T14:40:00Z,0,326.9236111111111,1,146.85,146.85,111,111,8,Afternoon,Monday,Mid,Medium Basket,5,1,1,7,511,Promising,Low Value,One-Time,2,-2.9328919085625373,0.4641024069270603,Dormant / Churn Risk
14239,United Kingdom,United Kingdom,Pharmacist,36,35-44,3,Married,Postgrad,2011-01-27T14:45:00Z,2011-10-27T14:40:00Z,272.99652777777777,43.923611111111114,11,2380.85,216.4409090909091,90.27272727272728,993,83,Afternoon,Thursday,Mid,Medium Basket,3,5,5,13,355,Loyal Customers,High Value,Frequent,3,1.7462619888328432,-0.8861814777215231,Recently Active
14240,United Kingdom,United Kingdom,Pharmacist,41,35-44,3,Married,Postgrad,2011-04-28T11:40:00Z,2011-11-09T13:45:00Z,195.08680555555551,30.961805555555557,2,890.34,445.17,209,418,37,Afternoon,Wednesday,Mid,Medium Basket,2,3,3,8,233,At Risk,Medium Value,Occasional,4,0.5686328228669255,0.0487402136519067,Regular Customers
14241,United Kingdom,United Kingdom,Doctor,45,45-54,3,Widow,Postgrad,2011-06-09T11:46:00Z,2011-06-09T11:46:00Z,0,184.04444444444445,1,213.7,213.7,146,146,10,Morning,Thursday,Mid,Medium Basket,5,1,1,7,511,Promising,Low Value,One-Time,2,-2.0727077240010896,0.35387018468337755,Dormant / Churn Risk
14242,United Kingdom,United Kingdom,Pharmacist,43,35-44,4,Married,Postgrad,2011-01-18T08:53:00Z,2011-04-19T11:46:00Z,91.12013888888887,235.04444444444445,2,280.55,140.275,61.5,123,13,Morning,Tuesday,Mid,Medium Basket,5,3,2,10,532,Potential Loyalists,Low Value,Occasional,2,-1.9671736370574178,-0.10438804451365105,Dormant / Churn Risk
14243,United Kingdom,United Kingdom,Doctor,36,35-44,3,Widow,Postgrad,2010-12-09T08:34:00Z,2011-12-01T11:12:00Z,357.1097222222222,9.068055555555556,10,2588.77,258.877,122.1,1221,99,Afternoon,Thursday,Mid,Medium Basket,1,5,5,11,155,At Risk,High Value,Frequent,3,2.278528649537321,-1.0125984416458773,Recently Active
14245,United Kingdom,United Kingdom,Pharmacist,37,35-44,3,Widow,Postgrad,2011-03-21T10:41:00Z,2011-05-04T08:40:00Z,43.91597222222222,220.17361111111111,2,1693.45,846.725,488,976,107,Morning,Monday,Mid,Medium Basket,5,3,4,12,534,Potential Loyalists,Medium Value,Occasional,4,0.7677512463007362,1.6511091268295508,Regular Customers
